16.77,87.84,0.04,3.02,97.08,0.04,17.29,82.07,0.99,10.15,92.93,0.1,7.47,91.81,0.13,0,0,0
13.17,94.87,-0.01,4.64,103.52,-0.01,85.33,-8.08,0,10.11,94.88,-0.02,12.64,89.15,0.05,0,0,0
13.98,92.92,-0.01,10.05,99.13,0,75.99,-32.75,0.07,13.33,91,0,14.67,91.39,-0.02,0,0,0
14.6,91.86,0,9.08,94.18,0,76.43,-29.62,0,11.9,91.09,-0.02,14.62,91.89,-0.01,0,0,0
13.4,90.62,0,4.1,98.69,0,67.73,-0.49,0,12.93,90.77,0,12.36,91.27,0,0,0,0
11.56,94.33,-0.04,1.93,106.79,-0.03,-13.24,1.87,-0.17,7.37,97.81,-0.19,6.2,94.12,-0.17,0,0,0
5.69,99.31,-0.05,9.42,96.67,0,-4.52,-16.63,0,9.27,90.61,-0.09,9.47,89.25,-0.07,0,0,0
7.92,93.99,-0.02,0.63,103.94,-0.02,-3.25,-98.96,0,8,91.34,-0.02,8.49,90.48,-0.01,0,0,0
8.06,93.29,0,7.63,98.55,0,24.81,-5.52,-0.01,9.44,88.77,-0.01,9.42,88.04,-0.01,0,0,0
7.86,90.45,0,0.65,97.1,0,27.85,-12.43,-0.02,8.61,90.13,0.01,8.02,90.02,0,0,0,0
7.53,91.76,0,0.11,99.75,-0.01,24.11,-34.51,-0.01,7.83,90.89,-0.01,8.26,89.77,0,0,0,0
6.79,88.7,0.01,4.34,91.74,0.12,59.69,-49.76,0,4.45,92.92,-0.02,3.93,93.78,-0.01,0,0,0
13.29,89.07,-0.01,10.42,94.96,0.09,35.39,-76.85,0.13,8.64,81.68,0.03,7.28,83,0.02,0,0,0
7.88,88.44,0,0.11,97.85,0,48.22,-60.22,0.02,6.6,83.43,0.01,6.47,82.04,0.03,0,0,0
6.63,89.42,0.01,0.96,90.34,0.01,78.55,-29.71,0.02,7.36,84.18,0.02,7.32,83.86,0.02,0,0,0
6.26,84.51,0.01,0.56,89.52,0.02,0.37,-54.76,0.02,7.1,86.66,0.03,7.53,83.7,0.01,0,0,0
7.05,84.06,0,1.22,89.12,0.01,1.9,-32.68,0,7.69,84.27,0.01,6.38,85.63,0,0,0,0
5.98,84,-0.01,-2.55,82.38,-0.03,-6.05,-85.67,-0.06,3.92,84.64,-0.07,4.28,81.89,-0.06,0,0,0
4.32,85.81,0,-1.23,84.59,-0.1,-5.3,-114.29,-0.1,6.03,89.6,0.01,5.86,87.12,0,0,0,0
6.49,90.22,0.02,2.15,96.91,-0.11,3.97,-52.71,-0.01,6.03,88.59,0,6.22,94.42,0,0,0,0
7.4,89.73,0,0.75,99.92,-0.05,30.55,-29.08,-0.01,6.96,87.91,0,7.22,91.09,-0.01,0,0,0
6.52,90.43,0.01,1.85,98.03,-0.11,29.59,-1.59,-0.04,8.35,93.05,0.01,8.67,89.96,0.01,0,0,0
7.44,91.27,0.01,0.53,98.78,0.24,2.24,-99.53,0.1,3.09,93.47,0.15,4.53,96.47,0.17,0,0,0
9.16,91.72,0.04,8.88,97.19,0.31,79.7,-4.97,0.19,10.62,90.65,0.14,11.51,93.58,0.12,0,0,0
11.45,91.67,0.02,10.77,96.4,0.08,58.05,-12.8,0.08,11.04,89.52,0.09,10.29,91.65,0.09,0,0,0
12.13,91.28,0.02,9.98,99.26,0.07,0.96,-0.36,0.15,12.9,89.33,0.06,10.74,91.28,0.08,0,0,0
14.61,90.66,0.03,12.14,95.57,0.19,10.77,-96.83,0.2,15.72,82.21,0.11,13.96,86.05,0.11,0,0,0
17.51,88.51,0.08,9.38,94.86,0.22,1.6,-23.42,0.39,20.6,84.11,0.18,19.41,85.66,0.18,0,0,0
24.6,80.93,0.05,65.98,0.31,0.19,23.85,-7.57,0.34,23.37,77.42,0.18,23.03,75.43,0.17,0,0,0
25.29,76.7,0.05,74.71,-6.88,0.2,53,-2.73,0.17,25.97,73.1,0.11,23.02,74.43,0.12,0,0,0
26.55,76.1,0.03,63.35,0,0.09,50.61,-7.4,0.09,25.54,76.41,0.06,25.02,77.93,0.08,0,0,0
24.85,75.69,0.04,56.25,-18.15,0.1,23.3,-15.18,0.18,27.31,73.76,0.08,28.17,70.67,0.07,0,0,0
30.53,68.74,0.02,107.63,-0.6,0.06,4.9,-31.88,0.1,29.33,70.62,0.02,29.01,67.4,0.01,0,0,0
26.86,68.37,0.01,73.27,-30.47,0.05,22.22,-20.75,0.07,27.13,66.37,0.02,27.1,67.34,0.02,0,0,0
7.45,93.81,0.04,9.42,101.86,0.1,40.65,-25.33,0.09,7.2,85.2,0.08,6.47,86.52,0.06,0,0,0
10.34,87.87,0.02,-1.36,100.93,-0.01,51.98,-22.49,-0.03,9.6,88.94,0.07,9.77,88.02,0.06,0,0,0
8.96,91.03,0.02,2.27,107.94,-0.02,89,-18.55,-0.03,10.75,90.66,0.06,8.96,91.05,0.06,0,0,0
13.77,89.3,0.01,4.71,94.67,0.05,56.58,-31.9,0.09,12.31,86.55,0.05,12.2,85.62,0.04,0,0,0
14.15,83.13,0.02,2.24,105.41,0.07,87.02,-19.31,0.05,15.41,85.44,0.05,15.93,85.89,0.04,0,0,0
13.64,87.61,0.01,4.93,98.03,0.03,68.12,-34.92,0.06,16.74,86.07,0,15.63,86.48,0,0,0,0
14.62,86.92,0.02,3.12,94.85,0.02,55.42,-0.83,0.07,17.23,86.73,0.02,16.85,86,0.01,0,0,0
15.81,80.13,0.01,0.3,103.03,0.02,57.82,-21.57,0.05,15.39,80.87,0.01,16.06,80.38,-0.01,0,0,0
14.5,77.97,0,1.18,107.19,0.02,46.57,-44.29,0.04,15.41,80.62,0.02,14.92,79.35,0.04,0,0,0
15.14,78.45,0,0.63,103.16,0.01,33.8,-60.94,0,16.27,80,0,15.73,77.64,-0.01,0,0,0
15.19,80.18,-0.01,1.52,105.14,-0.02,41.28,-64.17,0,16.26,77.15,-0.05,32.61,62.91,-0.21,0,0,0
11.49,85.8,-0.17,-3.32,104.07,-0.53,29.53,-25.37,0,4.53,82.1,-0.61,3.97,76.67,-0.58,0,0,0
-2.71,79.56,-0.28,35.8,57.91,-0.59,61.26,-46.87,-0.54,-5.33,86.69,-0.48,-7.38,94.21,-0.42,0,0,0
-13.76,86.73,-0.13,38.98,71.42,-0.3,107.43,-0.51,-0.01,-13.55,91.27,-0.25,-11.49,87.23,-0.23,0,0,0
-17.88,86.18,-0.05,45.21,62.02,-0.11,88.38,-9.64,0,-16.02,88.55,-0.13,-14.5,80.04,-0.07,0,0,0
-17.93,85.66,-0.03,44.24,61.21,-0.01,92.48,-2.28,0,-18.35,84.24,-0.1,-19.27,79.43,-0.07,0,0,0
-18.74,82.37,-0.04,41.58,57.12,-0.04,103.76,-2.61,0,-18.39,80.62,-0.12,-19.08,80.41,-0.15,0,0,0
-13.58,83.72,-0.05,39.71,74.21,0,85.25,-20.91,0,-17.9,55.83,-0.04,-21.58,76.97,-0.1,0,0,0
-22.95,80.55,-0.02,20.25,86.4,-0.1,52.3,-25.69,0.19,-17.99,42.32,-0.01,-27.01,73.69,-0.07,0,0,0
-33.54,78.79,0.06,46.95,65.5,-0.22,103.08,-3.93,-0.01,-73.89,49.81,0.1,-28.39,78.79,0.3,0,0,0
-14.09,81.99,0,45.62,59.32,0.01,81.12,-1.37,0,-14.07,84.79,0.02,-14.3,85.01,0.02,0,0,0
-14.44,84.96,0,46.6,59.39,0.01,88.03,-1.31,0.02,-13.36,86.64,-0.01,-13.06,85.04,-0.02,0,0,0
-14.2,85.44,-0.01,43.74,59.78,0,105.62,-1.91,-0.02,-14.97,84.07,-0.04,-14.48,84.72,-0.05,0,0,0
-21.02,75.12,-0.03,39.57,66.08,-0.11,93.52,-0.68,0,-19.54,83.79,-0.07,-18.34,85.04,0.11,0,0,0
-14.05,82.42,0.05,53.83,53.09,-0.01,82.92,-0.13,-0.02,5.15,94.45,0.2,-15.96,91.58,0.24,0,0,0
-8.96,90.21,0.08,41.99,61.09,0.18,95.85,-7.37,-0.02,-4.61,93.38,0.02,-5.25,89.79,0.14,0,0,0
-5.95,95.46,0.03,52.23,55.09,0.08,99.17,-2.08,0.18,-4.87,95.98,0.12,-2.13,97.74,0.11,0,0,0
-3.86,93.95,0.03,50.87,57.46,0.15,103.09,-0.48,0.36,-2.7,97.83,0.09,-0.56,94.67,0.09,0,0,0
1.67,97.63,0.06,3.15,102.99,0.18,25.62,-27.53,0.75,-5.51,95.83,0.2,4.04,101.65,0.12,0,0,0
-2.62,89.26,0.01,3.87,107.3,0,24.17,101.73,0.39,0.03,105.4,0,1.1,100.66,-0.01,0,0,0
0.05,94.52,0.01,2.21,107.79,-0.03,12.8,107.45,0.17,0.72,98.86,0.02,2.05,105.53,-0.01,0,0,0
2.57,92.74,-0.01,44.23,59.87,-0.01,1.22,106.92,0,1.6,97.89,-0.01,0.76,96.8,0,0,0,0
-0.86,92.02,-0.01,0.31,100.52,0,29.7,-74.46,0,1.65,97.44,-0.02,-0.25,92.63,-0.01,0,0,0
-0.62,96.02,-0.02,0.67,107.3,0,-28.66,107.8,-0.03,-1.63,96.2,-0.21,-3.76,95.54,-0.22,0,0,0
-2.22,89.68,-0.1,46.67,56.11,-0.02,20.22,59.02,-0.14,-7.07,77.58,-0.04,-6.27,87.39,0.02,0,0,0
-6.6,92.57,-0.02,49.74,59.25,-0.05,90.21,-3.47,-0.02,-5.99,91.68,-0.01,-5.47,90.98,0.01,0,0,0
-5.93,90.49,-0.02,47.2,59.29,-0.02,94.51,-0.7,-0.01,-6.08,88.75,-0.02,-5.04,90.98,-0.02,0,0,0
-7.03,90.79,0,44.48,60.12,0,87.8,-4.62,0,-7.56,86.89,0.03,-6.9,90.13,0.04,0,0,0
-6.78,95.95,0.06,27.65,81.61,-0.49,79.6,-23.99,0.44,-1.83,85.69,0.37,3.56,95.99,0.33,0,0,0
7.69,93.98,0.05,5.06,99.98,0.06,79.48,-17.45,0.09,-1.72,83.08,0.07,-1.85,90.25,0.05,0,0,0
0.32,101.64,-0.01,8.73,104.48,0,106.35,-1.87,-0.01,-0.66,93.01,0.01,-1.11,93.85,0,0,0,0
-0.47,100.63,0,-0.07,103.85,0,103.59,-0.35,0,-0.08,93.06,-0.01,0.58,96.62,-0.01,0,0,0
1.01,96.69,-0.02,1.41,98,-0.05,106.14,-4.15,-0.01,-1.05,93.78,-0.06,-2.26,93.19,-0.07,0,0,0
-5.86,88.48,-0.08,-33.02,108.72,-0.25,85.31,0.14,-0.05,-10.02,93,-0.42,1.68,93.2,-0.55,0,0,0
-19.34,94.48,-0.28,18.86,80.54,-0.4,100.9,-1.07,-0.25,-14.81,88.19,-0.38,-18.74,80.17,-0.23,0,0,0
-17.49,85.56,0.01,51.77,49.32,0,81.8,-24.4,0.03,-16.75,78.16,0.09,-16.59,89.01,0.1,0,0,0
-15.75,88.02,-0.01,45.89,59.54,-0.02,105.26,-4.52,0,-16.2,85.64,-0.02,-17.22,81.16,0,0,0,0
-16.9,90.93,-0.05,47.84,60.33,-0.15,49.13,-21.97,-0.15,-11.13,95.16,-0.12,-12.09,92.12,-0.14,0,0,0
-34.75,44.36,0.31,53.58,84.78,1.06,97.33,24.46,1.27,4.3,111.92,1.57,-2.56,68.93,1.57,0,0,0
3.71,84.5,0.23,51.1,63.46,-0.01,43.48,-21.18,0.57,7.13,82.3,0.52,-0.65,65.5,0.46,0,0,0
-7.29,54.02,0.06,56.31,56.49,-0.05,43.17,-18.03,0.13,-16.72,42.52,0.04,-13.52,57.69,0.02,0,0,0
-13.84,48.88,-0.02,48,59.82,-0.03,42.74,-21.1,-0.13,-18.62,51.41,-0.19,-10.3,67.55,-0.04,0,0,0
-17.32,45.65,-0.07,54.01,53.7,0,48.73,-20.73,-0.47,-20.69,52.58,-0.39,-21.62,43.95,-0.46,0,0,0
-44.1,40.18,-0.52,14.82,35.63,-1.4,78.15,-19.3,-0.01,-34.94,57.07,-0.97,-37.1,36.97,-0.84,0,0,0
-20.24,84.52,-0.03,35.38,71.15,0,93.1,0.28,0,-13,91.99,0.12,-14.24,65.14,0.06,0,0,0
-8.56,69.64,0.04,46.61,58.82,0,82.37,-2.74,0,14.79,67.5,0.09,-13.15,84.48,0.04,0,0,0
-9.15,83.64,0,3.56,89.78,0,101.78,-1.99,0,-0.42,79.82,0.11,15.21,80.81,0.35,0,0,0
-3.85,82.12,-0.02,5.29,96.83,-0.06,3.35,-38.65,-0.04,8.04,79.18,-0.02,-0.87,67.92,0.05,0,0,0
10.84,96.81,-0.11,4.09,-8.36,-0.39,61.6,-47.57,-0.42,-5.21,72.48,-0.5,-5.92,71.22,-0.54,0,0,0
-21.36,54.59,-0.22,35.61,53.71,-0.49,2.26,85.89,-0.56,-24.81,65.35,-0.57,-22.76,72.3,-0.6,0,0,0
-28.73,76.9,-0.08,25.91,76.29,-0.04,19.46,66.69,-0.15,-26.17,89.63,-0.16,-23.72,92.6,-0.18,0,0,0
-25.26,85.54,-0.05,37.53,69.33,-0.12,9,61.13,-0.11,-29.02,77.76,-0.11,-25.91,81.75,-0.14,0,0,0
-34.07,74.91,-0.05,2.87,104.46,-0.15,0.35,107.31,-0.1,-30.69,77.55,-0.16,-30.98,77.53,-0.16,0,0,0
-41.1,65.21,-0.08,31.8,77.38,-0.15,3.57,59.82,0,-35.79,74.18,-0.26,-34.2,73.81,-0.31,0,0,0
-38.15,71.19,-0.07,1.68,90.69,-0.07,23.26,55.8,-0.05,-41.79,68.19,-0.43,-46.45,58.98,-0.35,0,0,0
-49.23,58.95,-0.19,26.07,83.55,-0.4,8.88,62.14,-0.03,-48.22,62.08,-0.63,-47.85,59.87,-0.64,0,0,0
-57.68,50.94,-0.19,1.21,105.96,-0.41,0.12,67.19,-0.1,-45.62,55.92,-0.7,-47.31,57.67,-0.67,0,0,0
-71.15,23.31,-0.17,-34.41,52.58,-0.03,-58.49,42.21,-0.07,-62.59,43.32,-0.44,-59.53,47.61,-0.43,0,0,0
-69.38,36.98,-0.02,-3.72,107.84,-0.04,-42.53,48.24,-0.1,-74.89,33.8,0,-82.28,27.24,-0.01,0,0,0
-78.93,27.39,-0.04,-1.38,103.36,-0.12,-48.64,38.74,-0.1,-80.87,25.45,-0.14,-82.68,23.65,-0.15,0,0,0
-82.77,25.88,-0.07,-42.89,67.45,0,-42.8,44.15,-0.01,-82.3,26.16,-0.19,-81.34,26.87,-0.16,0,0,0
-85.81,21.84,-0.04,-42.86,65.39,-0.14,-50.62,40.79,-0.01,-82.14,24.32,-0.23,-81.35,22.01,-0.32,0,0,0
-88.18,9.97,-0.09,-44.93,51.97,0,-49.72,36.14,-0.24,-90.66,15.57,-0.22,-92,15.41,-0.22,0,0,0
-97.68,7.55,-0.06,-53.97,49.77,-0.11,-50.05,33.87,-0.15,-91.17,12.07,-0.16,-89.92,13.67,-0.15,0,0,0
-97.39,8.7,0,-49.63,57.44,0,-52.05,34.09,0.06,-93,12.08,0.09,-91.57,14.25,0.13,0,0,0
-94.28,3.9,0.12,-59.33,48.6,-0.2,-44.39,43.4,0.36,-94.92,12.27,0.27,-92.53,11.98,0.28,0,0,0
-92.6,11.74,0.11,-50.63,51.71,-0.06,-38.6,31.23,0.38,-91.72,21.44,0.33,-89.18,20.09,0.21,0,0,0
-81.98,23.35,0.06,-49.75,57.46,-0.05,-49.61,52.39,0.05,-82.63,26.88,0.04,-82.53,28.11,0.05,0,0,0
5.22,83.96,-0.01,5.36,103.27,0,16.2,-40.3,-0.05,4.3,76.92,0.03,4.86,76.22,0.05,0,0,0
5.34,77.6,0.01,5.12,102.9,0,-0.04,-31.77,-0.01,3.12,73.16,0.11,5.81,77.69,0.11,0,0,0
7.16,79.59,0.01,6.05,101.5,0.04,7.42,-28.03,0.06,8.6,80.82,0.07,6.02,74.09,0.09,0,0,0
8.49,79.03,-0.01,2.52,108.46,-0.02,0.03,-75.73,-0.05,8.04,68.92,-0.04,6.16,76.18,-0.03,0,0,0
9.02,79.01,0,8.72,98.95,0,11.87,-19.49,-0.02,7.85,81.52,-0.03,8.19,76.39,-0.02,0,0,0
6.84,77.38,0.01,7.37,97.45,0.04,8.79,-5.82,0.02,8.09,80.26,-0.02,7.9,81.01,-0.02,0,0,0
5.59,73.14,0.04,4.33,101.52,0.17,-0.47,-47.68,0.14,8.17,76.9,0.14,9.06,80.48,0.11,0,0,0
8.63,76.42,0.05,9.82,95.82,0.17,29.42,-11.19,0.09,11.56,74.48,0.13,10.66,76.46,0.19,0,0,0
13.42,79.23,0.05,3.07,88.33,0.18,11.32,-89.06,0.18,14.25,71.69,0.15,11.73,70.96,0.21,0,0,0
14.4,71.55,0.07,1.6,107.13,0.39,24.13,-64.48,0.18,18.95,70.8,0.18,17.2,68.33,0.17,0,0,0
20.94,69.57,0.08,100.58,1.88,0.21,43.75,-54.01,0.39,22.69,59.39,0.24,17.69,58.27,0.22,0,0,0
26.98,69.42,0.07,80.75,-11.11,0.26,22.56,-81.84,0.38,26.35,51.78,0.41,22.04,52.24,0.39,0,0,0
34.1,64.58,0.04,33.43,-0.59,0.12,0.49,1,0.2,32.04,48.76,0.16,30.55,52.36,0.21,0,0,0
40.6,55.38,0.05,98.25,-8.64,0.18,1.48,-25.98,0.34,36.06,47.07,0.25,32.56,46.07,0.29,0,0,0
38.83,54.26,0.1,97.64,-3.07,0.34,4.82,-13.82,0.31,38.39,47.21,0.34,34.91,37.47,0.33,0,0,0
47.2,43.68,0.07,70.69,-39.78,0.23,50.73,-53.53,0.29,48.42,34.23,0.28,48.39,36.17,0.23,0,0,0
46.58,36.82,0.07,47.53,-2.65,0.28,1.77,-89.66,0.35,44.91,32.4,0.28,46.15,31.46,0.27,0,0,0
50.06,26.92,0.07,12.25,-50.36,0.39,-0.19,-98.44,0.31,50.11,23.06,0.23,50.84,23.77,0.23,0,0,0
55.51,24.79,0.07,13.83,-50.38,0.38,9.47,-93.53,0.29,50.14,22.12,0.24,55.17,24.36,0.23,0,0,0
60.88,23.57,0.09,18.67,-48.19,0.24,9.47,-93.78,0.29,52.97,18,0.28,54.98,21.62,0.26,0,0,0
63.34,22.42,0.08,16.47,-56.25,0.24,2.46,-53.56,0.34,53.2,16.58,0.31,54.89,16.62,0.3,0,0,0
67.13,16.58,0.07,26.23,-53,0.39,0.41,-65.76,0.38,60.37,8.35,0.28,59.03,10.45,0.27,0,0,0
69.75,7.51,0.05,23.25,-83.07,0.18,15.29,-68.74,0.19,63.4,5.52,0.2,64.15,4.88,0.19,0,0,0
71.28,3.76,0.05,18.73,-71.23,0.18,18.58,-82.89,0.12,70.57,4.62,0.1,69.56,3.95,0.11,0,0,0
61.31,-0.04,0.04,3.88,-104.82,0.15,5.11,0.52,0.1,66.2,3.05,0.09,63.18,0.45,0.13,0,0,0
60.84,-2.43,0.05,4.24,-62.68,0.2,-1.33,-7,0.09,65.15,-6.15,0.08,65.11,-6.68,0.07,0,0,0
65.94,-7.25,0.01,0.23,-0.46,0.02,4.72,-4.3,-0.01,65.11,-7.06,0,65.74,-7.49,0.01,0,0,0
65.01,-7.96,-0.01,62.82,-0.61,0,4.59,-1.3,-0.02,65.9,-4.24,-0.03,66.15,-5.94,-0.04,0,0,0
64.97,-3.77,-0.01,7.89,-97.99,-0.02,20.19,-7.55,-0.03,66.59,-6.33,-0.12,66.74,-2.45,-0.12,0,0,0
63.59,2.87,-0.1,93.85,-0.5,-0.02,45.67,-10.17,-0.12,73.54,3.73,-0.27,80.26,-0.84,-0.19,0,0,0
71.76,-0.92,-0.04,24.12,-12.66,-0.1,73.37,-3.81,-0.05,73.68,-3.27,-0.1,74.36,0.67,-0.09,0,0,0
72.04,1.63,-0.01,22.93,0.49,-0.01,54.98,-4.55,-0.03,75.02,-0.04,0.03,73.8,-0.48,-0.04,0,0,0
76.4,-3.07,0.01,36.07,-13.12,0,102.83,-6.66,0,70.9,-5.97,-0.04,74.42,-7.26,0,0,0,0
73.24,-2.38,0,-5.2,-72.2,0,19.77,-86.56,-0.03,69.84,-6,0.08,73.18,-6.79,0.07,0,0,0
74.06,-2.09,0.01,22.18,-7.86,0.08,18.38,-89.19,0,77.14,-2.84,0.05,76.87,-2.04,0.03,0,0,0
74.18,-0.1,0,19.21,0.09,0.01,73.87,0,0.02,72.56,-2.93,0.02,73.19,-1.01,0,0,0,0
72.24,-1.67,0,3.45,-89.9,0.02,74.23,-3.18,-0.01,73.88,-1.11,0.01,74.62,-0.04,0.02,0,0,0
74.71,-0.59,0,6.03,-93.98,-0.02,19.45,-87.51,-0.01,74.55,-0.43,-0.02,75.11,0.45,-0.02,0,0,0
74.53,1.19,-0.01,6.22,-87.68,0,20.68,-86.46,-0.03,75.99,2.06,-0.03,75.03,1.73,-0.04,0,0,0
76.83,3.75,0,19.38,-87.04,0,23.38,-83.62,0,75.5,2.75,-0.02,74.19,1.84,-0.02,0,0,0
73.35,3.76,0,17.75,-86.98,0.02,21.92,-84,0,72.97,5.92,0,73.86,6.7,0.01,0,0,0
74.35,3.74,0,19.92,-83.16,-0.01,18.82,-84.84,0,73.11,5.12,-0.01,72.3,4.93,0,0,0,0
74.43,5.66,0,21.85,-77.64,0,5.88,-92.34,0,71.46,4.71,0.01,71.46,4.89,0.02,0,0,0
73.82,5.28,0,6.81,-86.06,0,18.24,-85.24,-0.04,73.71,4.13,0.01,73.99,3.69,0.02,0,0,0
75.63,5.66,0,20.1,-79.98,0,19.24,-86,-0.02,72.24,4.67,0.01,74.86,4.22,0.01,0,0,0
73,5.44,0,23.19,-80.83,-0.03,24.12,-83.17,-0.03,73.44,4.67,0.01,73.61,4.84,0.01,0,0,0
73.37,5.93,0.01,18.84,-81.27,-0.01,9.05,-82.52,0,73.15,6.13,0.01,72.87,2.64,0.01,0,0,0
70.06,6.06,0,20.21,-85.58,0.04,0.09,-84.5,0.44,75.63,4.68,0,74.19,8.11,-0.02,0,0,0
71.14,5.31,0.01,4.75,-88.37,-0.01,40.01,-72.08,0.53,76.5,3.64,-0.01,75.95,2.31,-0.02,0,0,0
70.57,3.8,0,20.44,-79.21,0,16.54,-103.92,0,70,5.42,0,70.5,7.69,0.02,0,0,0
71.04,4.16,0,20.44,-73.42,0,47.73,-65.22,0.07,73.32,4.71,0.01,71.58,4.47,0.02,0,0,0
73.7,4.01,0,19.65,-75.75,0.01,47.76,-65.02,0.07,72,5.3,-0.01,71.8,4.96,-0.01,0,0,0
71.85,4.85,0,20.65,-74.35,0,32.45,-57.5,0,73.63,5.57,-0.02,72.2,5.79,-0.02,0,0,0
72.69,6.63,0,25.08,-73.79,0,30.23,-55.18,0,71.01,3.54,-0.02,70.98,6.41,-0.02,0,0,0
73.04,3.84,-0.01,22.71,-75.52,-0.03,-2.74,-80.55,0,70.62,6.43,-0.01,71.42,5.09,0.01,0,0,0
73.45,4.8,0,26.8,-74.71,0,13.61,-84.74,0,73.3,5.82,0,71.66,5.03,-0.01,0,0,0
72.75,6.53,0,21.37,-77.24,0.01,2.97,-91.71,0,73.38,5.11,-0.01,74.13,4.21,-0.01,0,0,0
72.58,6.81,0,23.6,-75.04,0,4.03,-92.56,0,74.49,4.9,0,71.85,4.9,-0.01,0,0,0
73.79,6.06,0,24.96,-76.08,0,5.51,-88.19,0,71.38,6.02,0,72.04,5.87,0.01,0,0,0
73.14,4.91,0,25.19,-80.84,-0.03,4.46,-93.1,-0.02,72.62,5.42,0,71.93,7.52,0,0,0,0
75.75,6.87,0,5.19,-76.96,-0.12,4.83,-97.53,0.05,72.59,6.27,0.01,70.51,5.45,0.01,0,0,0
74.94,5.06,0,33.57,-70.78,0,2.11,-94.64,-0.01,74.22,4.95,0.02,72.27,6.22,0.03,0,0,0
71.88,5.65,0,11.72,-77.89,-0.06,18.58,-87.74,0.02,74.36,4.61,0.02,75.02,6.24,0.01,0,0,0
74.94,4.84,0.01,6.04,-107.36,-0.05,6.4,-98.06,0.02,71.39,5.41,0,73.17,5.57,-0.02,0,0,0
73.41,7.55,0,4.74,-73.25,-0.05,4.6,-93.7,0.01,74.88,5.98,0.01,72.28,5.44,0.02,0,0,0
73.63,7.17,0,5.55,-70.68,0.01,4.68,-91.45,0.01,71.97,6.03,0.01,71.7,5.08,0.01,0,0,0
73.15,6.33,0,5.7,-102.24,0.01,5.24,-93.09,0,72.64,6.53,0.01,72.25,4.68,0,0,0,0
72.31,5.99,0,-6.72,-69.76,0,0.84,-89.07,-0.02,73.21,5.01,-0.03,72.56,5.52,-0.04,0,0,0
71.55,9.46,-0.01,0.09,-85.12,-0.02,5.73,-94.64,0,74.08,5.72,-0.01,76.45,5.36,0,0,0,0
71.99,6.54,-0.01,3.1,-74.32,0,4.74,-97.23,0,77.31,6.76,-0.02,75.78,6.55,-0.02,0,0,0
73.05,6.4,-0.01,17.47,-76.92,-0.02,7.73,-95.93,0,73.78,7.62,-0.04,73.68,4.53,-0.04,0,0,0
69.66,9.43,-0.02,25.94,-78.04,-0.01,20.43,-82.64,-0.03,70.27,5.63,-0.03,70.08,9.83,-0.02,0,0,0
76.05,8.54,0,28.78,-76.63,0,23.59,-83.08,0,74.31,1.11,-0.06,73.7,14.24,-0.02,0,0,0
77.13,9.83,0.01,24.49,-83.43,0.06,21.09,-83.85,0.04,72,9.08,0,74.81,13.55,0.02,0,0,0
84.91,15.55,0.04,10.37,-75.3,0.17,16.71,-86.23,0,88.67,25.44,0.24,88.36,11.41,0.3,0,0,0
85.44,20.99,0.15,28.71,-69.33,0.59,14.81,-75.71,0.76,82.11,4.4,0.74,72.76,2.22,0.75,0,0,0
52.26,-16.25,0.3,38.47,-44.52,0.93,13.48,-28.73,0.83,44.48,-23.63,0.8,38.95,-25.49,0.72,0,0,0
